Order Date,Region,Category,Sales,Profit
2023-07-29,West,Furniture,1245.81,171.18
2023-06-08,South,Furniture,1243.55,167.35
2022-10-30,West,Furniture,1372.3,-126.51
2022-09-25,Central,Office Supplies,781.4,-12.33
2022-07-31,Central,Office Supplies,1740.77,-131.02
2021-05-17,East,Office Supplies,341.37,43.55
2022-03-04,South,Technology,1770.09,279.95
2022-09-04,South,Furniture,697.72,-25.19
2023-06-30,East,Technology,267.56,8.88
2023-03-30,South,Furniture,1208.05,38.56
2021-05-21,West,Furniture,764.45,174.23
2021-06-26,West,Technology,1634.69,-36.19
2021-07-17,Central,Office Supplies,872.96,104.17
2022-09-16,West,Technology,1343.75,286.45
2022-11-22,South,Office Supplies,630.35,146.13
2022-02-05,East,Furniture,434.72,72.44
2022-04-16,Central,Office Supplies,788.34,15.62
2021-08-06,East,Furniture,1221.48,279.99
2023-07-18,Central,Furniture,1320.75,260.01
2022-09-24,Central,Office Supplies,1164.85,211.76
2023-08-09,East,Furniture,1976.35,-144.4
2023-06-25,West,Office Supplies,1388.36,-114.81
2021-06-24,West,Technology,1864.41,332.14
2021-01-23,West,Furniture,253.51,70.45
2021-08-23,West,Furniture,141.52,29.65
2023-11-03,East,Technology,635.77,147.87
2023-07-18,South,Furniture,290.45,34.27
2022-06-07,Central,Technology,1061.22,23.17
2022-03-07,East,Technology,1047.58,179.24
2023-03-04,West,Furniture,1158.59,214.09
2022-06-17,West,Technology,1495.55,254.46
2023-09-06,East,Technology,1943.23,541.55
2023-03-21,Central,Technology,1758.95,82.44
2023-07-02,East,Furniture,254.37,-21.4
2023-05-21,East,Technology,690.26,181.8
2022-06-24,South,Office Supplies,526.53,-18.85
2023-10-21,East,Office Supplies,370.1,66.22
2021-08-15,South,Technology,1098.56,273.85
2023-05-23,Central,Office Supplies,1115.46,26.83
2023-06-11,East,Furniture,469.94,109.1
2023-11-03,East,Technology,1429.56,46.92
2021-07-29,West,Furniture,1471.17,320.28
2023-01-11,East,Office Supplies,61.54,-4.44
2022-02-01,West,Office Supplies,803.6,130.26
2021-01-31,West,Office Supplies,1782.48,304.55
2023-06-17,West,Office Supplies,1050.23,101.42
2022-10-11,Central,Furniture,708.3,123.84
2021-11-25,South,Technology,522.28,140.64
2023-08-10,West,Furniture,501.84,97.13
2022-09-13,East,Technology,217.54,61.89
2021-06-11,East,Office Supplies,1638.11,130.14
2023-02-15,West,Office Supplies,191.58,21.33
2021-10-01,West,Office Supplies,598.74,3.29
2023-10-24,East,Office Supplies,110.44,32.5
2023-11-18,West,Furniture,1567.15,-122.15
2021-11-22,South,Technology,97.78,4.25
2023-07-29,South,Technology,630.44,12.03
2022-06-24,Central,Office Supplies,1155.13,63.08
2022-05-03,West,Furniture,830.93,221.93
2023-04-02,Central,Office Supplies,578.9,27.33
2023-12-25,Central,Technology,564.87,150.7
2021-12-22,Central,Technology,1599.62,110.91
2021-08-23,West,Furniture,1948.48,471.35
2021-08-15,Central,Technology,709.12,77.08
2021-02-18,South,Furniture,97.51,2.39
2021-04-28,Central,Office Supplies,92.4,7.37
2021-02-23,South,Office Supplies,1523.24,106.25
2022-07-19,South,Furniture,1113.69,4.42
2023-12-04,West,Office Supplies,1571.51,24.92
2021-02-22,Central,Furniture,1401.04,-35.61
2022-07-12,West,Office Supplies,1816.86,62.5
2023-05-18,South,Office Supplies,1773.93,265.67
2022-02-02,East,Technology,1580.89,86.35
2022-11-06,Central,Technology,960.87,177.69
2022-01-22,West,Furniture,630.09,185.75
2021-04-21,East,Office Supplies,1023.91,52.06
2022-09-06,Central,Office Supplies,1014.1,86.25
2021-01-17,Central,Office Supplies,1228.35,-42.2
2023-06-03,West,Technology,388.47,22.1
2022-06-25,East,Furniture,1318.13,251.41
2021-06-20,West,Furniture,924.07,-12.05
2022-02-13,Central,Furniture,1248.01,-33.92
2023-01-10,Central,Office Supplies,494.42,24.99
2023-05-08,South,Furniture,880.1,200.19
2021-08-18,Central,Technology,436.2,65.2
2021-04-29,Central,Technology,1753.1,496.18
2023-02-23,East,Furniture,986.16,258.19
2022-04-10,East,Office Supplies,465.46,-18.41
2021-04-14,South,Technology,101.59,-8.43
2022-11-29,South,Technology,1357.96,80.99
2021-06-24,South,Office Supplies,445.0,48.43
2023-01-15,West,Office Supplies,1979.37,210.27
2022-10-27,West,Furniture,1076.73,-49.91
2021-02-02,South,Technology,592.17,-29.65
2021-02-24,West,Technology,1322.2,-107.44
2022-06-03,Central,Furniture,564.94,135.78
2023-01-26,South,Furniture,1644.14,458.88
2021-01-12,South,Technology,630.31,-33.86
2022-12-21,West,Technology,1976.73,-29.16
2022-07-09,East,Office Supplies,1218.19,-78.03
2022-01-08,South,Office Supplies,1691.93,424.68
2022-04-29,West,Technology,164.17,46.54
2023-08-31,West,Technology,709.63,3.35
2022-09-15,East,Office Supplies,1480.22,31.73
2021-11-03,South,Furniture,1317.02,59.36
2022-04-02,East,Furniture,404.6,40.86
2021-06-09,Central,Technology,725.28,125.46
2021-11-27,East,Technology,541.62,55.11
2023-02-15,East,Office Supplies,1234.47,346.15
2021-08-13,West,Technology,702.25,-42.16
2023-09-10,East,Furniture,631.93,138.67
2022-12-30,Central,Office Supplies,430.61,14.55
2023-12-05,West,Office Supplies,829.87,42.34
2023-12-19,Central,Furniture,407.1,74.72
2022-10-06,East,Furniture,1925.89,523.36
2022-09-08,Central,Office Supplies,325.91,60.78
2021-07-14,Central,Technology,1828.34,384.58
2022-05-04,East,Furniture,868.38,173.95
2021-06-06,East,Office Supplies,768.17,21.81
2022-09-02,West,Technology,478.01,96.93
2022-02-16,West,Technology,1278.8,273.42
2022-04-16,South,Office Supplies,1377.35,156.14
2022-05-31,West,Furniture,945.79,108.48
2022-01-28,East,Technology,130.3,26.57
2022-09-23,Central,Furniture,1838.65,417.03
2022-08-31,Central,Office Supplies,1961.05,68.4
2023-09-07,West,Furniture,873.47,192.71
2022-03-10,West,Technology,1235.05,278.73
2022-06-24,East,Office Supplies,911.59,-5.79
2021-10-05,Central,Technology,657.32,122.77
2021-08-21,South,Technology,173.09,-4.39
2021-12-28,South,Office Supplies,923.01,-57.95
2021-01-26,West,Office Supplies,1640.4,212.95
2023-11-15,South,Furniture,53.72,14.15
2022-05-22,East,Office Supplies,1172.57,-100.63
2021-09-24,South,Furniture,1763.93,406.76
2022-04-06,West,Office Supplies,450.75,46.24
2022-04-01,East,Technology,382.85,93.55
2023-12-28,Central,Furniture,1549.11,367.74
2023-10-04,East,Office Supplies,525.07,131.33
2023-05-13,West,Furniture,400.13,83.05
2022-05-06,West,Furniture,768.42,182.27
2023-12-09,South,Furniture,797.15,-23.59
2022-07-18,South,Technology,1750.72,37.71
2021-08-04,Central,Office Supplies,1244.52,-3.74
2022-07-13,Central,Office Supplies,823.8,162.26
2021-06-08,West,Furniture,1078.09,-41.55
2022-05-04,West,Office Supplies,1908.85,-51.75
2022-11-17,West,Technology,244.17,61.43
2023-03-05,Central,Furniture,431.28,78.65
2021-01-05,West,Technology,1925.81,481.75
2021-12-27,Central,Technology,1915.5,-84.78
2022-04-04,West,Office Supplies,370.79,22.1
2021-09-05,East,Office Supplies,307.32,4.08
2023-08-04,East,Furniture,853.75,-82.07
2022-02-26,West,Technology,118.44,1.64
2021-01-15,East,Office Supplies,1316.71,68.25
2023-01-06,Central,Furniture,173.44,-10.95
2021-10-04,South,Furniture,134.9,17.08
2022-03-29,East,Office Supplies,980.67,52.24
2022-08-21,South,Technology,1916.42,-156.03
2022-03-22,East,Furniture,865.06,157.09
2021-07-29,Central,Office Supplies,725.83,139.15
2022-12-15,East,Furniture,1995.95,466.63
2021-10-29,East,Office Supplies,1073.3,101.12
2021-01-03,West,Furniture,762.98,219.33
2023-09-17,South,Technology,784.0,208.25
2022-06-04,South,Furniture,406.02,48.94
2022-05-08,Central,Office Supplies,1034.2,80.65
2022-09-12,Central,Office Supplies,888.93,-87.81
2021-11-27,South,Office Supplies,556.17,102.56
2021-11-29,West,Technology,337.87,42.57
2021-02-19,West,Office Supplies,636.25,174.98
2023-05-13,South,Office Supplies,1027.19,141.44
2021-09-29,East,Technology,135.5,40.26
2022-08-03,South,Office Supplies,324.41,78.35
2022-07-14,East,Office Supplies,1896.36,533.71
2022-11-27,South,Technology,1094.85,34.01
2022-03-22,East,Furniture,145.63,-5.86
2023-10-14,West,Office Supplies,1392.31,304.57
2021-12-23,South,Furniture,142.37,30.54
2021-10-01,Central,Technology,1482.97,-22.87
2023-11-09,East,Office Supplies,1504.93,309.86
2021-11-07,West,Office Supplies,1309.14,173.84
2023-05-20,Central,Technology,1469.76,-82.59
2023-06-05,West,Office Supplies,194.17,19.56
2021-06-03,East,Furniture,1459.03,397.52
2022-09-12,South,Furniture,290.64,29.81
2023-06-02,West,Technology,692.22,149.16
2023-03-08,South,Office Supplies,1886.64,-166.85
2021-05-05,South,Office Supplies,1015.69,194.23
2022-09-11,West,Technology,1935.5,539.49
2021-09-02,West,Furniture,196.07,19.57
2023-04-28,West,Furniture,965.56,33.88
2022-03-26,South,Technology,143.56,22.78
2023-07-19,Central,Office Supplies,1267.82,337.88
2022-06-04,East,Furniture,175.84,-5.15
2021-12-28,Central,Office Supplies,367.23,22.58
2021-01-08,South,Furniture,532.48,-19.96
2022-04-23,West,Office Supplies,1502.51,148.24
2022-05-10,West,Furniture,344.64,40.04
2023-04-13,East,Office Supplies,1696.33,471.04
2023-11-29,East,Technology,281.17,18.28
2022-08-16,Central,Furniture,89.78,11.38
2021-07-06,Central,Technology,802.19,203.84
2023-01-24,East,Furniture,1959.29,55.96
2021-04-03,South,Furniture,238.48,40.46
2021-03-27,Central,Furniture,221.4,44.91
2023-12-04,West,Office Supplies,1507.31,48.55
2021-05-17,West,Furniture,638.08,-21.86
2022-02-25,South,Technology,1440.22,145.7
2021-03-15,East,Office Supplies,416.02,17.77
2021-06-20,Central,Office Supplies,930.94,6.13
2021-06-19,West,Furniture,545.27,157.78
2023-05-22,East,Office Supplies,914.03,92.19
2021-11-18,Central,Furniture,1542.81,374.27
2022-04-01,South,Technology,1528.78,-33.44
2023-08-02,West,Office Supplies,1041.23,287.15
2023-03-01,South,Office Supplies,1858.18,404.66
2022-09-05,South,Technology,542.29,121.19
2023-06-08,South,Technology,495.82,27.72
2021-12-15,Central,Furniture,1235.34,116.44
2021-01-10,South,Office Supplies,1250.17,171.7
2023-01-10,Central,Technology,112.15,24.21
2022-10-29,Central,Office Supplies,1223.4,293.15
2022-06-30,South,Technology,761.38,-52.37
2021-05-09,South,Office Supplies,1499.94,392.42
2022-08-24,East,Technology,1620.05,445.51
2022-08-28,West,Office Supplies,1113.26,152.69
2021-11-23,East,Furniture,23.38,-0.59
2023-09-07,West,Office Supplies,1280.0,291.03
2022-02-08,West,Furniture,1502.78,179.48
2022-09-21,East,Furniture,512.99,116.39
2022-12-19,East,Furniture,940.0,212.37
2023-11-07,West,Office Supplies,1932.14,-126.18
2021-10-01,West,Office Supplies,610.27,87.15
2022-11-16,West,Furniture,461.84,43.07
2021-04-26,Central,Technology,437.49,121.82
2023-05-11,West,Office Supplies,1126.43,21.02
2022-11-24,South,Office Supplies,1900.58,-33.45
2021-11-20,South,Office Supplies,1225.21,317.13
2023-08-19,South,Office Supplies,620.58,-25.14
2021-04-24,East,Furniture,1284.37,224.26
2023-12-18,East,Technology,1257.19,25.15
2021-06-03,East,Technology,1201.91,152.81
2021-11-11,West,Technology,335.66,49.17
2023-12-01,South,Technology,1276.44,85.45
2021-04-15,West,Furniture,871.73,252.79
2021-12-20,Central,Office Supplies,56.81,-2.69
2023-10-13,Central,Office Supplies,1088.73,61.58
2023-01-03,East,Furniture,1978.75,142.78
2022-12-10,Central,Office Supplies,712.48,108.6
2022-10-13,South,Furniture,1931.81,121.52
2023-04-04,Central,Technology,210.49,-12.88
2023-08-05,East,Furniture,1470.25,410.16
2022-10-23,West,Office Supplies,246.37,16.37
2021-04-09,Central,Office Supplies,561.67,20.82
2022-08-11,South,Office Supplies,1150.26,90.51
2021-10-09,South,Technology,1193.7,-15.95
2022-02-07,South,Furniture,1554.92,-93.16
2022-12-01,West,Furniture,1238.32,-50.24
2021-07-18,South,Office Supplies,1195.36,-39.85
2021-11-23,East,Furniture,1826.46,-38.23
2021-06-03,East,Office Supplies,915.28,62.22
2022-07-06,South,Furniture,466.03,69.7
2022-02-09,Central,Technology,340.34,51.58
2022-04-07,South,Technology,811.99,-81.17
2021-05-12,East,Furniture,1431.25,384.12
2023-03-02,East,Technology,104.24,23.89
2023-05-24,East,Technology,275.53,78.68
2021-03-25,Central,Technology,230.1,10.12
2023-01-24,Central,Office Supplies,1178.8,195.59
2022-09-20,Central,Furniture,500.87,-16.42
2021-08-09,East,Furniture,349.19,79.2
2022-07-07,West,Office Supplies,1193.69,-42.32
2021-04-22,South,Office Supplies,1527.39,46.42
2022-09-07,South,Technology,677.67,65.28
2023-07-13,East,Furniture,1164.85,160.53
2022-04-20,Central,Office Supplies,214.29,26.54
2023-04-16,West,Technology,1871.68,-110.73
2021-09-28,West,Furniture,687.05,47.18
2022-02-25,Central,Technology,1995.06,537.0
2022-12-08,South,Furniture,1957.6,487.34
2021-02-09,South,Technology,1562.07,212.93
2021-07-08,West,Furniture,59.73,7.7
2023-09-21,West,Furniture,1096.08,-60.65
2022-06-20,Central,Furniture,191.94,-3.82
2023-10-25,South,Furniture,1792.37,1.89
2021-10-17,West,Technology,1583.48,150.87
2022-03-09,South,Office Supplies,1945.23,374.54
2022-04-16,West,Furniture,1224.6,103.22
2022-09-20,Central,Furniture,1053.9,-52.25
2021-10-06,South,Furniture,1047.57,79.34
2023-05-27,West,Furniture,785.17,-27.44
2022-08-04,West,Technology,948.01,190.04
2023-05-13,West,Office Supplies,1278.12,-42.69
2021-09-11,West,Office Supplies,1867.24,173.68
2021-06-30,Central,Office Supplies,1199.85,212.81
2022-11-12,South,Technology,1717.09,-14.97
2023-04-05,South,Office Supplies,1728.3,-120.27
2022-12-01,East,Technology,1047.29,131.25
2022-07-20,South,Technology,707.99,-55.45
2022-11-11,East,Furniture,1286.36,173.8
2022-01-26,West,Technology,902.84,181.83
2021-07-31,Central,Office Supplies,181.25,5.75
2022-01-19,Central,Office Supplies,768.06,73.23
2021-12-08,West,Office Supplies,1988.26,539.82
2023-04-24,East,Furniture,116.05,10.26
2023-11-28,West,Furniture,1399.4,417.89
2022-02-24,Central,Furniture,1685.55,-62.7
2023-01-21,Central,Technology,1304.48,239.47
2021-11-02,South,Office Supplies,1148.1,184.9
2022-12-03,East,Technology,1420.96,353.71
2023-05-19,South,Technology,870.1,-54.84
2022-06-21,Central,Office Supplies,200.9,2.43
2021-07-25,Central,Furniture,1925.5,-90.75
2022-05-11,South,Office Supplies,875.96,239.35
2023-12-07,South,Technology,1337.47,94.5
2022-05-19,Central,Technology,1071.99,283.03
2023-11-12,South,Furniture,128.25,2.28
2021-08-01,South,Technology,1906.44,-94.28
2021-11-06,East,Technology,1589.22,29.58
2022-10-23,Central,Office Supplies,315.21,43.77
2023-01-23,West,Furniture,1963.66,467.53
2021-09-29,East,Office Supplies,1479.06,80.1
2023-07-27,West,Office Supplies,955.2,254.01
2021-02-01,South,Office Supplies,1230.51,-2.84
2022-03-19,South,Technology,231.34,41.04
2021-06-11,West,Technology,1129.61,219.47
2023-02-06,South,Furniture,165.85,1.59
2021-09-11,South,Technology,1098.81,-98.03
2022-06-05,East,Furniture,1114.34,51.37
2023-09-04,West,Office Supplies,1751.39,-143.48
2021-01-10,East,Office Supplies,1455.61,378.9
2022-12-27,West,Technology,514.11,144.68
2022-05-20,East,Technology,1779.08,345.41
2023-02-24,Central,Furniture,1155.02,220.23
2022-03-12,Central,Technology,1220.63,-4.45
2021-06-02,West,Technology,354.58,-24.97
2023-07-06,Central,Technology,1718.39,379.49
2023-05-19,East,Office Supplies,1863.31,230.43
2023-01-23,West,Technology,1554.48,268.38
2022-07-17,Central,Technology,1882.69,398.86
2022-05-04,Central,Office Supplies,618.55,39.45
2023-06-14,West,Office Supplies,1725.02,-72.76
2021-04-14,Central,Office Supplies,988.01,215.4
2023-10-22,Central,Office Supplies,344.56,28.08
2023-10-04,West,Technology,1344.23,310.21
2022-02-11,Central,Technology,1374.56,103.2
2021-06-16,Central,Technology,588.11,-7.76
2022-05-24,Central,Furniture,74.44,-2.35
2021-11-09,Central,Office Supplies,415.7,82.13
2023-02-02,South,Technology,811.56,105.47
2022-11-12,West,Technology,351.77,21.75
2022-04-22,South,Technology,404.18,39.14
2021-03-14,South,Office Supplies,794.95,95.28
2022-08-05,East,Office Supplies,1924.34,-8.15
2021-09-19,South,Office Supplies,1533.2,78.6
2021-09-02,South,Technology,653.1,11.08
2022-07-15,East,Office Supplies,1904.18,105.43
2021-06-24,Central,Technology,1298.38,130.13
2021-04-19,Central,Furniture,921.79,-28.26
2021-07-02,South,Office Supplies,947.23,54.38
2021-07-11,East,Office Supplies,833.27,45.16
2021-03-06,Central,Technology,481.32,6.93
2023-08-21,East,Office Supplies,785.53,235.19
2023-05-14,West,Office Supplies,1065.23,-75.15
2022-01-04,West,Technology,1065.49,167.47
2023-05-01,West,Technology,1528.24,-46.19
2021-02-12,West,Technology,730.42,172.24
2022-05-03,South,Furniture,1439.26,382.38
2021-03-19,West,Technology,1164.62,70.57
2023-04-06,West,Office Supplies,1924.45,441.45
2022-11-05,East,Furniture,782.86,-0.03
2022-12-02,Central,Technology,1804.41,-79.34
2023-01-29,East,Furniture,1644.87,43.34
2022-12-29,South,Furniture,1282.58,47.03
2023-07-14,West,Office Supplies,1315.94,77.57
2023-06-21,Central,Furniture,187.61,9.23
2023-06-08,Central,Technology,1901.44,122.56
2023-09-20,West,Furniture,231.73,42.64
2021-12-05,West,Furniture,1135.2,-2.01
2021-07-12,South,Office Supplies,673.54,-62.35
2021-10-10,South,Office Supplies,871.11,83.52
2022-01-25,West,Technology,1228.16,97.41
2023-09-27,West,Office Supplies,1819.53,-138.24
2022-06-09,West,Technology,925.98,-43.04
2022-10-21,West,Technology,1975.7,205.41
2022-12-17,Central,Office Supplies,1193.77,-7.28
2023-06-10,South,Furniture,337.9,84.83
2022-03-28,West,Office Supplies,396.22,-12.16
2022-03-04,West,Furniture,1437.9,-132.22
2023-11-12,Central,Furniture,119.79,9.47
2023-06-02,East,Technology,971.08,285.95
2021-11-09,West,Technology,313.47,48.13
2023-04-20,Central,Office Supplies,877.77,36.53
2022-06-03,Central,Furniture,1504.84,-140.33
2022-01-10,East,Office Supplies,928.45,87.26
2022-03-27,South,Technology,343.63,-5.98
2023-10-12,South,Furniture,518.81,82.54
2022-08-18,South,Office Supplies,747.73,99.6
2022-05-15,West,Office Supplies,157.73,0.96
2022-04-09,South,Technology,1176.99,-85.27
2021-04-23,West,Technology,1222.92,247.04
2023-11-02,West,Technology,143.06,19.2
2021-11-27,Central,Technology,816.58,193.41
2021-05-20,South,Office Supplies,839.72,3.29
2023-06-21,South,Technology,680.96,109.73
2022-06-01,South,Technology,1124.32,-59.06
2022-07-23,West,Office Supplies,705.0,11.79
2023-04-26,West,Office Supplies,844.49,137.33
2023-12-29,South,Furniture,1599.1,368.16
2021-04-28,West,Office Supplies,340.98,9.67
2023-06-07,West,Furniture,1245.85,273.52
2023-12-19,East,Technology,1021.08,174.71
2023-11-23,East,Furniture,624.04,24.63
2021-02-19,South,Furniture,1460.52,365.95
2021-01-19,South,Technology,1111.35,115.24
2022-12-27,East,Technology,965.18,153.75
2021-07-16,West,Technology,1341.99,131.85
2022-07-13,West,Furniture,1608.53,130.43
2022-03-28,Central,Office Supplies,1945.88,465.44
2021-10-16,South,Office Supplies,1266.11,22.64
2022-01-26,South,Office Supplies,1751.39,-149.48
2021-08-03,South,Technology,22.16,5.58
2021-08-03,Central,Technology,1069.87,246.08
2021-05-08,Central,Office Supplies,445.0,20.75
2023-01-30,West,Technology,206.5,-5.33
2022-02-08,East,Furniture,1073.3,182.69
2023-11-19,East,Furniture,1498.72,-102.66
2021-12-04,East,Technology,836.3,58.12
2023-04-11,West,Office Supplies,1346.81,-88.42
2022-12-15,East,Office Supplies,989.64,137.72
2021-12-27,Central,Furniture,885.43,-78.91
2022-07-23,Central,Technology,594.71,90.21
2021-08-06,South,Office Supplies,777.54,131.62
2021-07-21,East,Office Supplies,712.6,67.6
2021-01-17,Central,Technology,1299.45,-38.98
2021-11-18,South,Technology,249.72,-14.84
2022-06-02,East,Office Supplies,203.42,5.15
2022-11-12,East,Technology,1326.83,114.22
2022-03-01,Central,Technology,1101.67,172.83
2023-10-16,South,Technology,871.8,-86.74
2022-01-22,South,Office Supplies,321.84,59.36
2023-02-17,Central,Furniture,833.83,154.33
2021-04-08,Central,Technology,1583.67,123.23
2021-07-27,Central,Office Supplies,1781.45,66.56
2022-08-09,East,Furniture,1411.1,334.32
2021-06-15,Central,Office Supplies,138.63,29.64
2021-01-22,Central,Office Supplies,1347.41,395.21
2021-06-03,West,Office Supplies,497.15,24.25
2021-08-07,Central,Furniture,644.2,169.25
2022-10-31,Central,Office Supplies,407.83,-26.52
2021-08-18,East,Furniture,1556.0,100.5
2021-01-20,South,Technology,1304.23,112.36
2022-07-07,East,Furniture,1231.43,94.02
2023-08-08,West,Office Supplies,1342.59,201.44
2021-05-28,Central,Furniture,488.81,-15.6
2022-02-07,Central,Office Supplies,900.4,222.02
2022-08-19,Central,Technology,1273.84,153.76
2022-01-02,Central,Furniture,1280.46,335.08
2023-03-13,Central,Technology,1587.87,-157.12
2023-07-07,Central,Furniture,588.47,89.44
2021-03-14,West,Office Supplies,1545.27,100.42
2022-04-26,Central,Furniture,891.57,90.98
2022-07-14,Central,Technology,1346.94,266.05
2023-01-15,Central,Furniture,922.32,-8.43
2021-04-10,West,Technology,1898.25,-34.24
2023-12-19,Central,Technology,375.02,67.95
2022-05-23,West,Office Supplies,1356.51,147.24
2021-09-15,East,Furniture,1161.54,-7.6
2022-02-17,Central,Technology,362.01,33.89
2023-12-25,South,Office Supplies,150.69,12.63
2022-08-18,West,Office Supplies,1602.31,282.93
2021-09-23,East,Office Supplies,331.75,-32.82
2023-04-01,West,Technology,389.28,52.44
2022-10-24,West,Furniture,1957.3,278.47
2023-08-05,East,Technology,1440.18,285.45
2022-07-14,Central,Office Supplies,515.96,131.93
2023-07-06,Central,Technology,1190.08,90.54
2023-06-10,West,Technology,1077.54,39.88
2023-05-18,East,Office Supplies,1692.06,-99.95
2022-09-02,Central,Furniture,1464.06,50.85
2022-02-18,West,Office Supplies,1666.81,-121.02
2021-01-25,South,Office Supplies,438.78,97.03
2021-10-11,East,Technology,1287.63,286.89
2023-05-31,South,Office Supplies,99.68,6.67
2021-10-28,South,Technology,156.5,0.6
2023-12-28,West,Office Supplies,1432.78,-75.64
2023-10-28,East,Office Supplies,68.35,16.44
2023-03-28,Central,Furniture,1167.93,293.15
2021-03-24,Central,Office Supplies,1684.0,10.97
2021-02-15,West,Furniture,772.28,114.84
2022-09-10,Central,Office Supplies,108.78,0.38
2023-07-17,Central,Office Supplies,1433.42,-14.26
2021-09-19,South,Office Supplies,1860.78,-170.29
2021-06-25,South,Furniture,1440.0,188.44
2022-10-19,East,Technology,1165.33,-46.64
2023-04-22,South,Furniture,475.46,-45.19
2022-01-05,Central,Office Supplies,50.44,-2.93
2021-02-23,East,Technology,1395.45,35.59
2022-11-21,East,Office Supplies,477.43,80.05
2022-01-02,West,Furniture,1719.16,-32.58
2022-10-06,South,Furniture,943.4,240.6
2022-01-14,East,Technology,1070.66,16.48
2021-03-14,Central,Furniture,1512.79,49.15
2023-07-04,East,Office Supplies,1563.27,-20.02
2023-05-10,East,Technology,1292.45,1.97
2021-02-12,West,Office Supplies,1878.09,-132.12
2022-01-12,Central,Technology,1964.95,35.19
2023-12-01,Central,Technology,1894.83,462.05
2021-06-19,South,Office Supplies,1651.87,289.69
2021-07-31,Central,Furniture,1417.14,354.44
2021-02-08,East,Office Supplies,1333.39,-77.41
2022-01-04,Central,Furniture,225.43,18.54
2023-01-27,Central,Furniture,557.54,-4.63
2021-05-31,East,Office Supplies,31.26,5.89
2023-12-07,West,Technology,292.07,84.14
2023-10-21,South,Office Supplies,889.67,201.19
2023-01-07,South,Technology,310.14,-26.64
2021-03-10,West,Furniture,1805.29,48.14
2021-10-26,East,Technology,1615.28,-143.06
2023-08-02,South,Office Supplies,161.79,-13.58
2023-03-13,West,Technology,512.85,-34.97
2021-10-23,West,Furniture,1641.76,17.29
2021-07-22,West,Furniture,1610.03,34.91
2021-03-02,South,Technology,1891.99,113.86
2023-08-04,South,Furniture,1995.14,123.64
2023-08-21,South,Furniture,1953.01,407.33
2021-11-27,South,Technology,832.07,-36.14
2021-12-04,Central,Furniture,515.65,-19.03
2022-10-01,West,Technology,1521.65,229.21
2021-10-02,Central,Technology,612.56,78.83
2021-11-15,West,Furniture,1616.67,-62.08
2022-08-12,South,Technology,1077.23,259.51
2022-05-19,South,Furniture,1591.98,50.34
2022-01-22,Central,Furniture,566.24,26.49
2023-05-20,East,Furniture,1025.89,69.95
2023-04-13,South,Office Supplies,1136.77,33.06
2023-10-12,East,Furniture,1887.35,232.11
2022-08-26,West,Technology,547.86,30.38
2022-11-22,Central,Technology,1874.64,7.07
2022-05-09,East,Technology,1613.62,422.43
2022-05-05,East,Office Supplies,1467.17,34.24
2022-12-22,South,Office Supplies,1578.0,283.09
2022-05-24,East,Technology,1218.74,47.4
2022-01-25,East,Technology,503.28,37.29
2021-10-22,West,Office Supplies,395.2,-2.22
2023-03-07,Central,Technology,1735.36,348.69
2023-05-15,South,Furniture,1455.78,283.7
2022-07-03,South,Furniture,442.14,-40.28
2022-10-11,East,Technology,1237.88,-93.98
2022-07-22,West,Furniture,906.14,243.71
2023-05-03,East,Technology,334.14,85.38
2023-02-09,East,Office Supplies,1073.08,109.92
2022-03-21,South,Technology,577.41,56.21
2021-12-29,East,Office Supplies,210.56,47.37
2021-05-03,East,Furniture,944.58,-42.15
2023-01-12,West,Furniture,1188.41,191.9
2022-11-11,South,Furniture,112.87,10.2
2022-02-24,Central,Technology,816.14,161.05
2021-04-02,West,Office Supplies,530.17,-46.63
2021-03-04,West,Office Supplies,80.69,11.06
2022-05-27,West,Furniture,268.81,32.98
2023-02-11,South,Furniture,295.29,69.79
2021-09-13,East,Office Supplies,382.09,65.24
2021-05-15,Central,Technology,1610.69,406.0
2023-05-25,South,Furniture,890.19,226.92
2023-04-02,East,Technology,311.23,19.69
2021-03-29,West,Furniture,218.59,-9.84
2023-09-15,South,Furniture,609.92,92.78
2023-04-03,East,Technology,1600.07,399.21
2023-10-24,Central,Technology,741.63,-51.93
2023-09-01,Central,Technology,336.6,41.46
2023-07-23,East,Technology,820.15,-44.29
2021-05-01,South,Office Supplies,1119.52,-99.86
2023-11-28,West,Office Supplies,78.58,13.5
2023-10-05,East,Furniture,1262.73,218.12
2023-07-14,West,Furniture,802.3,112.53
2022-10-07,Central,Furniture,39.26,9.57
2022-12-15,East,Office Supplies,1354.3,-91.62
2023-05-10,Central,Technology,1430.53,-82.82
2021-01-21,West,Furniture,1265.1,310.98
2021-08-30,West,Office Supplies,697.02,70.62
2022-03-31,East,Furniture,1068.62,9.85
2023-08-21,East,Office Supplies,786.57,153.59
2022-09-13,East,Technology,1407.23,362.73
2021-10-30,Central,Office Supplies,1175.49,206.7
2023-03-14,West,Technology,181.96,39.44
2023-08-22,West,Furniture,1293.33,16.81
2021-03-10,Central,Technology,1380.73,21.42
2021-07-15,East,Office Supplies,753.99,185.22
2021-05-20,South,Furniture,1754.06,256.0
2021-10-10,East,Furniture,1689.17,-10.7
2021-11-08,South,Office Supplies,366.83,40.23
2023-01-16,South,Technology,1810.45,315.64
2021-10-04,Central,Office Supplies,892.93,-11.23
2021-03-02,West,Technology,1453.02,235.33
